Student_ID,Gender,Age,Study_Hours,Attendance,Previous_Score,Final_Score,Performance
627,Male,21,2.5,80,54,42,Needs Improvement
628,Female,19,4.5,94,52,50,Needs Improvement
629,Male,21,4.9,70,64,54,Needs Improvement
630,Male,20,3.5,79,99,73,Good
631,Male,21,1.7,94,64,53,Needs Improvement
632,Female,19,7.6,58,75,67,Good
633,Male,19,7.0,82,78,76,Good
634,Male,18,3.8,78,55,47,Needs Improvement
635,Female,22,5.4,89,64,57,Needs Improvement
636,Female,21,3.6,93,79,67,Good
637,Male,18,2.7,89,76,62,Good
638,Male,22,7.8,84,42,60,Good
639,Female,21,1.5,82,78,59,Needs Improvement
640,Female,20,4.0,79,62,65,Good
641,Female,21,4.7,84,63,51,Needs Improvement
642,Female,19,7.5,97,76,79,Good
643,Female,19,6.1,74,91,74,Good
644,Male,20,1.5,78,67,46,Needs Improvement
645,Female,18,4.5,81,87,59,Needs Improvement
646,Male,22,4.5,92,50,49,Needs Improvement
647,Male,21,4.1,84,72,68,Good
648,Male,19,5.6,92,62,68,Good
649,Female,18,2.0,92,74,60,Good
650,Male,20,3.8,88,66,58,Needs Improvement
651,Male,19,5.4,71,51,48,Needs Improvement
652,Female,20,5.7,99,58,61,Good
653,Male,21,4.8,96,47,52,Needs Improvement
654,Male,22,4.0,83,52,61,Good
655,Female,19,4.3,68,77,55,Needs Improvement
656,Male,19,5.8,66,66,61,Good
657,Male,21,4.6,85,73,73,Good
658,Male,18,2.6,75,95,72,Good
659,Female,22,2.3,65,66,45,Needs Improvement
660,Female,19,1.8,66,79,49,Needs Improvement
661,Female,22,7.1,77,70,68,Good
662,Male,19,6.0,84,100,80,Excellent
663,Male,22,4.3,96,35,54,Needs Improvement
664,Female,20,3.7,87,60,59,Needs Improvement
665,Male,19,3.5,78,79,60,Good
666,Male,22,6.5,86,59,59,Needs Improvement
667,Female,18,7.9,85,78,67,Good
668,Female,20,3.4,89,69,61,Good
669,Male,20,6.5,82,82,65,Good
670,Male,18,4.6,92,54,61,Good
671,Male,22,4.1,90,72,66,Good
672,Female,21,7.2,83,77,74,Good
673,Female,18,4.5,81,72,56,Needs Improvement
674,Female,22,5.0,91,72,65,Good
675,Female,18,4.9,75,87,67,Good
676,Male,18,1.6,67,46,41,Needs Improvement
677,Female,19,5.0,67,72,63,Good
678,Female,22,3.5,74,53,47,Needs Improvement
679,Female,21,1.9,89,81,60,Good
680,Female,19,3.6,78,58,56,Needs Improvement
681,Female,18,3.6,84,35,38,Needs Improvement
682,Male,18,6.4,77,81,66,Good
683,Male,18,2.6,77,66,54,Needs Improvement
684,Female,22,3.1,72,75,63,Good
685,Male,22,4.9,81,90,67,Good
686,Female,19,2.1,80,75,67,Good
687,Female,21,3.3,86,72,54,Needs Improvement
688,Male,19,1.5,85,69,63,Good
689,Male,20,6.2,80,54,63,Good
690,Female,18,4.0,67,67,49,Needs Improvement
691,Female,18,4.5,93,98,69,Good
692,Female,18,6.1,81,65,66,Good
693,Male,19,3.2,83,68,56,Needs Improvement
694,Female,19,3.9,98,88,67,Good
695,Female,18,2.6,91,48,58,Needs Improvement
696,Female,19,2.6,86,79,57,Needs Improvement
697,Male,22,2.8,82,48,44,Needs Improvement
698,Female,22,3.6,82,76,59,Needs Improvement
699,Female,19,3.8,84,70,46,Needs Improvement
700,Male,18,5.0,86,79,68,Good
701,Female,19,2.9,99,56,50,Needs Improvement
702,Female,19,5.1,100,63,68,Good
703,Male,19,5.4,85,79,73,Good
704,Female,20,3.7,60,63,53,Needs Improvement
705,Male,22,3.1,72,81,63,Good
706,Male,21,4.7,100,73,68,Good
707,Female,21,4.1,89,64,56,Needs Improvement
708,Female,20,4.9,86,66,58,Needs Improvement
709,Female,19,7.3,80,70,74,Good
710,Female,20,4.6,70,67,61,Good
711,Male,20,3.3,99,80,68,Good
712,Female,18,2.9,74,65,57,Needs Improvement
713,Male,22,3.0,89,62,56,Needs Improvement
714,Female,21,1.9,69,83,60,Good
715,Female,19,6.2,80,64,65,Good
716,Female,21,0.5,92,62,41,Needs Improvement
717,Male,21,5.4,80,35,51,Needs Improvement
718,Female,22,2.9,78,55,54,Needs Improvement
719,Female,21,3.6,82,58,50,Needs Improvement
720,Female,21,2.9,69,62,58,Needs Improvement
721,Female,20,7.1,67,60,48,Needs Improvement
722,Male,22,4.5,89,84,72,Good
723,Female,18,5.9,78,59,59,Needs Improvement
724,Male,19,6.8,89,60,62,Good
725,Male,21,4.8,93,72,66,Good
726,Male,19,2.3,94,55,55,Needs Improvement
727,Male,18,4.1,66,92,59,Needs Improvement
728,Male,19,3.2,75,81,67,Good
729,Male,18,3.6,87,54,51,Needs Improvement
730,Female,20,4.3,88,84,74,Good
731,Male,21,4.3,100,87,76,Good
732,Male,18,5.2,73,54,51,Needs Improvement
733,Male,19,5.5,94,54,58,Needs Improvement
734,Female,21,4.3,86,61,58,Needs Improvement
735,Female,20,5.2,66,50,58,Needs Improvement
736,Male,21,3.5,77,59,47,Needs Improvement
737,Female,18,6.9,85,64,62,Good
738,Male,20,3.5,65,77,51,Needs Improvement
739,Male,19,6.7,61,71,63,Good
740,Female,20,1.8,64,68,48,Needs Improvement
741,Male,20,3.8,85,63,55,Needs Improvement
742,Female,22,3.9,77,52,58,Needs Improvement
743,Female,20,5.0,76,78,61,Good
744,Male,20,6.1,76,78,67,Good
745,Male,21,2.3,68,61,47,Needs Improvement
746,Female,19,2.5,77,55,47,Needs Improvement
747,Male,21,2.0,64,92,76,Good
748,Male,21,6.9,94,73,62,Good
749,Male,18,5.0,99,76,72,Good
750,Female,21,2.5,59,76,67,Good
751,Female,22,3.7,77,53,56,Needs Improvement
752,Male,22,6.6,78,91,76,Good
753,Female,18,4.0,80,64,51,Needs Improvement
754,Female,19,3.9,92,82,75,Good
755,Female,19,3.1,77,90,72,Good
756,Female,21,2.7,81,71,50,Needs Improvement
757,Female,21,6.6,100,53,60,Good
758,Male,21,7.5,81,35,45,Needs Improvement
759,Male,19,2.7,100,69,47,Needs Improvement
760,Male,20,7.0,87,74,64,Good
761,Female,22,3.6,76,62,55,Needs Improvement
762,Female,20,5.5,75,72,66,Good
763,Male,20,7.0,82,76,68,Good
764,Female,19,4.2,71,84,72,Good
765,Male,20,3.9,73,67,62,Good
766,Male,18,5.9,78,69,63,Good
767,Male,21,2.5,85,67,55,Needs Improvement
768,Female,18,6.6,100,70,72,Good
769,Female,22,4.8,77,63,58,Needs Improvement
770,Male,21,3.5,87,63,50,Needs Improvement
771,Male,20,3.4,66,64,51,Needs Improvement
772,Male,22,2.0,93,72,63,Good
773,Male,21,3.5,65,58,56,Needs Improvement
774,Female,20,4.0,90,64,64,Good
775,Female,18,2.6,81,95,71,Good
776,Male,21,4.4,81,83,75,Good
777,Male,20,5.4,79,57,59,Needs Improvement
778,Female,18,4.1,69,82,63,Good
779,Female,22,5.7,70,79,73,Good
780,Male,22,3.0,90,69,63,Good
781,Male,22,6.3,82,60,67,Good
782,Male,22,4.7,79,58,50,Needs Improvement
783,Female,19,7.3,86,73,66,Good
784,Female,21,8.8,83,58,61,Good
785,Female,21,3.7,74,85,66,Good
786,Male,19,3.7,100,89,82,Excellent
787,Male,20,4.1,89,69,56,Needs Improvement
788,Female,20,5.6,83,86,76,Good
789,Female,22,6.9,77,64,57,Needs Improvement
790,Male,18,3.3,92,60,67,Good
791,Female,20,5.2,74,85,61,Good
792,Female,18,4.3,73,92,73,Good
793,Male,21,5.6,99,97,85,Excellent
794,Female,18,7.2,82,75,73,Good
795,Male,21,4.1,74,82,60,Good
796,Male,19,1.5,82,74,52,Needs Improvement
797,Male,19,5.8,91,90,82,Excellent
798,Male,22,3.0,88,76,68,Good
799,Male,20,4.2,92,81,74,Good
800,Male,22,5.9,70,54,60,Good
801,Male,21,5.0,91,67,55,Needs Improvement
802,Female,22,4.3,80,81,58,Needs Improvement
803,Male,18,3.5,83,80,61,Good
804,Male,21,0.5,94,83,59,Needs Improvement
805,Female,19,5.8,89,72,64,Good
806,Female,20,4.0,86,61,58,Needs Improvement
807,Female,21,7.2,62,69,68,Good
808,Male,21,5.2,82,71,62,Good
809,Female,18,3.5,74,73,55,Needs Improvement
810,Male,20,6.4,89,56,65,Good
811,Male,19,6.6,92,66,65,Good
812,Male,21,4.1,79,69,60,Good
813,Male,21,6.6,75,39,48,Needs Improvement
814,Female,18,3.5,98,82,70,Good
815,Female,22,4.8,76,72,57,Needs Improvement
816,Male,19,5.5,70,74,67,Good
817,Male,20,5.9,74,63,59,Needs Improvement
818,Male,21,5.6,76,78,63,Good
819,Female,21,3.9,73,58,55,Needs Improvement
820,Male,19,6.5,90,61,60,Good
821,Male,22,4.3,60,79,57,Needs Improvement
822,Female,21,3.5,73,75,54,Needs Improvement
823,Female,19,3.5,82,52,42,Needs Improvement
824,Male,18,8.0,84,92,83,Excellent
825,Female,22,3.2,99,59,63,Good
826,Female,20,6.8,97,68,67,Good
827,Male,21,2.5,66,94,61,Good
828,Female,19,5.4,63,41,36,Needs Improvement
829,Male,18,5.0,82,46,40,Needs Improvement
830,Female,20,7.4,75,76,73,Good
831,Male,19,3.3,70,35,35,Needs Improvement
832,Male,19,2.8,82,41,38,Needs Improvement
833,Male,20,4.3,84,86,71,Good
834,Female,18,7.5,74,64,64,Good
835,Male,18,2.9,76,100,73,Good
836,Female,22,0.5,74,56,44,Needs Improvement
837,Male,21,4.6,78,66,57,Needs Improvement
838,Male,20,6.2,87,78,65,Good
839,Female,20,2.7,71,77,55,Needs Improvement
840,Male,20,6.0,76,66,60,Good
841,Male,18,2.6,78,61,43,Needs Improvement
842,Female,21,4.2,82,73,58,Needs Improvement
843,Male,22,5.9,85,89,73,Good
844,Male,19,2.4,100,81,63,Good
845,Male,19,4.8,88,61,57,Needs Improvement
846,Male,20,6.7,88,56,64,Good
847,Female,21,5.4,79,60,62,Good
848,Female,18,3.2,72,52,55,Needs Improvement
849,Male,21,7.2,77,72,60,Good
850,Female,21,5.7,75,81,66,Good
851,Male,18,1.2,86,69,61,Good
852,Female,20,6.1,65,94,64,Good
853,Male,21,3.5,88,95,67,Good
854,Male,19,4.9,81,74,61,Good
855,Male,18,6.3,89,80,82,Excellent
856,Male,22,3.5,75,57,47,Needs Improvement
857,Male,20,1.5,73,65,56,Needs Improvement
858,Male,18,7.2,78,88,75,Good
859,Female,22,6.6,78,62,56,Needs Improvement
860,Male,22,4.3,90,91,87,Excellent
861,Female,21,6.0,90,86,75,Good
862,Male,21,3.8,100,81,71,Good
863,Female,21,4.7,77,54,56,Needs Improvement
864,Female,18,4.2,50,66,54,Needs Improvement
865,Female,18,3.9,78,79,74,Good
866,Male,20,5.1,84,56,66,Good
867,Male,21,2.3,89,67,52,Needs Improvement
868,Female,22,4.0,85,81,76,Good
869,Male,19,5.1,77,62,54,Needs Improvement
870,Female,20,7.8,99,58,68,Good
871,Male,18,2.4,72,45,35,Needs Improvement
872,Female,20,5.4,79,65,66,Good
873,Female,20,5.6,71,81,65,Good
874,Male,20,1.1,82,58,43,Needs Improvement
875,Female,20,5.2,98,70,73,Good
876,Male,19,6.1,81,67,71,Good
877,Female,21,5.6,81,61,67,Good
878,Female,22,4.3,65,82,56,Needs Improvement
879,Male,20,5.1,79,93,81,Excellent
880,Male,20,4.8,94,84,70,Good
881,Male,20,1.5,79,60,60,Good
882,Female,21,4.8,79,98,78,Good
883,Male,18,3.8,93,84,70,Good
884,Female,18,3.2,79,64,55,Needs Improvement
885,Female,19,9.0,95,59,69,Good
886,Male,18,6.8,69,86,68,Good
887,Male,20,2.4,89,72,54,Needs Improvement
888,Female,20,5.1,98,58,59,Needs Improvement
889,Female,20,7.1,92,68,74,Good
890,Male,19,1.8,63,64,42,Needs Improvement
891,Male,20,4.6,76,58,61,Good
892,Male,18,4.7,80,84,69,Good
893,Male,21,2.2,92,81,68,Good
894,Male,21,5.2,69,82,70,Good
895,Female,22,6.5,72,82,74,Good
896,Female,18,7.2,66,57,58,Needs Improvement
897,Female,20,4.1,74,62,55,Needs Improvement
898,Female,21,9.0,69,90,83,Excellent
899,Male,18,0.8,98,72,53,Needs Improvement
900,Male,21,5.1,76,49,45,Needs Improvement
901,Male,20,2.0,89,73,57,Needs Improvement
902,Female,21,4.7,82,79,68,Good
903,Female,22,3.6,82,77,73,Good
904,Male,22,5.4,76,57,56,Needs Improvement
905,Male,21,4.3,90,96,85,Excellent
906,Female,18,3.0,84,49,51,Needs Improvement
907,Female,18,3.1,83,72,57,Needs Improvement
908,Male,18,8.0,76,94,85,Excellent
909,Male,21,5.3,78,78,65,Good
910,Female,18,1.4,88,82,63,Good
911,Male,20,5.5,84,55,50,Needs Improvement
912,Male,22,4.1,83,75,56,Needs Improvement
913,Male,20,4.5,74,69,62,Good
914,Female,18,6.0,100,54,67,Good
915,Female,20,6.6,77,82,81,Excellent
916,Female,18,3.0,82,59,49,Needs Improvement
917,Female,21,4.4,80,60,63,Good
918,Female,20,3.5,100,76,73,Good
919,Female,21,5.6,79,68,60,Good
920,Female,21,4.1,78,72,68,Good
921,Male,19,4.6,83,67,65,Good
922,Male,18,4.0,75,90,74,Good
923,Male,22,4.3,83,57,66,Good
924,Male,18,7.6,100,63,74,Good
925,Male,22,8.8,85,77,64,Good
926,Male,18,5.2,85,56,59,Needs Improvement
927,Male,21,4.3,75,56,45,Needs Improvement
928,Female,20,1.6,99,72,61,Good
929,Female,20,3.1,100,82,69,Good
930,Male,19,4.3,91,84,67,Good
931,Male,22,3.2,89,71,56,Needs Improvement
932,Female,22,3.4,80,61,52,Needs Improvement
933,Male,22,7.3,86,74,69,Good
934,Male,21,4.6,74,78,63,Good
935,Female,22,4.7,71,74,62,Good
936,Male,20,3.3,67,87,67,Good
937,Female,21,6.6,86,56,59,Needs Improvement
938,Male,18,4.1,68,60,59,Needs Improvement
939,Female,22,3.6,77,85,65,Good
940,Female,22,1.7,81,49,50,Needs Improvement
941,Female,18,4.4,92,62,58,Needs Improvement
942,Male,22,3.5,76,60,67,Good
943,Female,18,7.5,93,48,62,Good
944,Male,21,7.8,91,67,78,Good
945,Male,20,2.3,71,80,56,Needs Improvement
946,Male,18,2.5,93,72,58,Needs Improvement
947,Male,19,4.0,79,81,64,Good
948,Female,18,3.0,77,87,78,Good
949,Female,22,4.9,79,65,58,Needs Improvement
950,Male,21,3.9,82,100,71,Good
951,Male,21,5.0,78,65,66,Good
952,Female,18,6.3,74,67,63,Good
953,Male,20,2.6,74,60,50,Needs Improvement
954,Female,19,6.3,83,78,67,Good
955,Male,21,3.2,80,66,59,Needs Improvement
956,Male,22,8.4,87,69,76,Good
957,Female,22,7.4,83,67,71,Good
958,Male,20,4.3,83,67,57,Needs Improvement
959,Female,21,2.8,88,72,55,Needs Improvement
960,Male,18,2.4,96,64,37,Needs Improvement
961,Male,22,6.1,97,64,61,Good
962,Male,20,4.4,95,85,70,Good
963,Female,21,6.2,91,66,65,Good
964,Male,21,8.5,100,75,75,Good
965,Male,21,3.1,86,58,68,Good
966,Male,21,2.3,85,64,57,Needs Improvement
967,Male,21,4.8,100,53,52,Needs Improvement
968,Female,22,6.6,55,96,76,Good
969,Female,20,2.8,80,89,68,Good
970,Male,21,4.6,95,78,63,Good
971,Female,19,7.0,92,100,85,Excellent
972,Male,19,1.6,100,81,67,Good
973,Male,20,4.9,83,68,67,Good
974,Male,18,3.5,78,75,52,Needs Improvement
975,Female,18,4.7,79,89,74,Good
976,Female,18,5.8,85,58,66,Good
977,Female,19,4.9,98,54,68,Good
978,Female,18,2.7,98,76,58,Needs Improvement
979,Female,22,3.6,81,62,55,Needs Improvement
980,Female,21,7.1,85,38,52,Needs Improvement
981,Female,19,5.1,76,53,57,Needs Improvement
982,Female,20,6.0,77,66,61,Good
983,Female,20,5.0,92,71,62,Good
984,Male,21,6.0,98,71,70,Good
985,Female,19,3.8,75,98,70,Good
986,Female,18,3.1,84,67,60,Good
987,Female,18,5.9,80,74,62,Good
988,Female,22,6.5,91,47,52,Needs Improvement
989,Female,22,2.9,78,70,64,Good
990,Female,18,3.5,63,75,69,Good
991,Female,20,4.2,92,51,63,Good
992,Female,20,7.4,79,57,61,Good
993,Female,22,5.5,80,77,72,Good
994,Female,21,2.1,86,62,50,Needs Improvement
995,Female,18,4.3,86,69,64,Good
996,Male,22,4.1,87,78,63,Good
997,Male,22,2.4,66,99,74,Good
998,Female,18,4.3,88,67,67,Good
999,Female,18,4.0,63,95,79,Good
1000,Male,20,3.8,90,43,48,Needs Improvement
1001,Female,21,3.8,93,72,71,Good
1002,Male,21,7.1,68,65,64,Good
1003,Male,18,3.8,85,63,58,Needs Improvement
1004,Male,19,4.6,93,79,70,Good
1005,Male,22,4.4,78,67,67,Good
1006,Male,22,3.6,89,42,47,Needs Improvement
1007,Female,18,4.6,54,48,45,Needs Improvement
1008,Male,19,4.6,93,80,59,Needs Improvement
1009,Female,20,4.6,82,47,50,Needs Improvement
1010,Female,18,3.0,79,80,64,Good
1011,Male,18,4.1,92,72,60,Good
1012,Male,22,5.9,99,68,62,Good
1013,Female,18,4.2,87,69,52,Needs Improvement
1014,Male,18,4.8,98,77,66,Good
1015,Male,18,4.8,66,54,58,Needs Improvement
1016,Female,22,5.3,89,71,58,Needs Improvement
1017,Female,20,5.5,81,54,60,Good
1018,Male,20,4.2,74,72,64,Good
1019,Female,18,2.9,63,79,70,Good
1020,Male,22,2.3,88,72,64,Good
1021,Male,20,6.3,91,79,77,Good
1022,Male,20,5.9,95,60,65,Good
1023,Female,20,5.7,94,69,66,Good
1024,Female,22,6.0,74,67,66,Good
1025,Female,22,4.2,95,66,68,Good
1026,Female,18,3.4,96,59,58,Needs Improvement
1027,Female,21,2.7,79,64,60,Good
1028,Male,20,2.5,82,54,64,Good
1029,Male,21,6.7,73,46,53,Needs Improvement
1030,Male,22,3.6,97,60,59,Needs Improvement
1031,Male,22,6.4,67,79,66,Good
1032,Female,22,4.2,87,73,64,Good
1033,Male,21,3.3,76,52,55,Needs Improvement
1034,Female,22,2.5,71,64,52,Needs Improvement
1035,Male,18,3.4,63,80,61,Good
1036,Female,22,7.1,80,64,63,Good
1037,Female,19,2.5,69,50,47,Needs Improvement
1038,Male,21,8.3,83,100,82,Excellent
1039,Male,19,3.0,100,68,55,Needs Improvement
1040,Male,22,5.8,84,54,59,Needs Improvement
1041,Male,18,4.2,100,72,76,Good
1042,Female,20,3.9,72,69,56,Needs Improvement
1043,Male,22,2.2,69,48,38,Needs Improvement
1044,Male,18,4.3,72,71,69,Good
1045,Female,21,2.4,81,84,64,Good
1046,Male,19,1.5,100,67,62,Good
1047,Male,19,4.7,65,41,41,Needs Improvement
1048,Male,19,3.4,88,75,63,Good
1049,Male,21,7.5,75,78,77,Good
1050,Male,18,6.3,80,62,62,Good
1051,Female,21,7.6,69,62,62,Good
1052,Male,19,3.3,91,100,68,Good
1053,Male,22,4.7,82,61,62,Good
1054,Male,20,0.5,93,54,44,Needs Improvement
1055,Male,21,4.0,84,70,66,Good
1056,Male,21,4.7,63,78,63,Good
1057,Female,18,4.8,93,77,69,Good
1058,Male,18,4.4,62,35,44,Needs Improvement
1059,Female,21,4.6,63,61,55,Needs Improvement
1060,Female,19,0.5,73,86,67,Good
1061,Male,20,5.0,73,75,71,Good
1062,Male,18,5.4,96,53,52,Needs Improvement
1063,Male,19,6.9,80,87,74,Good
1064,Male,22,5.2,94,84,77,Good
1065,Female,18,4.3,76,66,53,Needs Improvement
1066,Male,19,6.5,85,82,65,Good
1067,Male,19,0.5,87,98,63,Good
1068,Male,20,3.6,89,55,53,Needs Improvement
1069,Male,20,3.1,77,78,41,Needs Improvement
1070,Male,22,4.4,78,98,68,Good
1071,Male,19,0.5,79,79,48,Needs Improvement
1072,Female,19,6.9,65,59,64,Good
1073,Female,20,4.1,81,73,67,Good
1074,Male,18,5.1,78,89,72,Good
1075,Male,18,4.9,88,56,58,Needs Improvement
1076,Male,21,6.8,83,70,70,Good
1077,Female,20,1.1,95,67,50,Needs Improvement
1078,Male,21,4.7,83,61,64,Good
1079,Female,20,6.6,76,73,67,Good
1080,Male,22,4.3,83,69,65,Good
1081,Male,19,2.8,89,79,68,Good
1082,Male,22,3.4,64,86,66,Good
1083,Male,20,3.8,75,52,51,Needs Improvement
1084,Female,19,3.2,75,71,59,Needs Improvement
1085,Female,18,4.2,86,69,61,Good
1086,Male,18,7.2,87,73,72,Good
1087,Male,21,3.4,83,70,60,Good
1088,Female,20,3.6,57,56,45,Needs Improvement
1089,Female,20,5.3,65,90,72,Good
1090,Female,18,4.2,80,96,74,Good
1091,Female,22,2.1,77,78,65,Good
1092,Male,19,4.4,82,78,56,Needs Improvement
1093,Female,22,4.3,77,72,61,Good
1094,Male,22,6.3,97,84,72,Good
1095,Female,18,2.8,59,36,35,Needs Improvement
1096,Female,18,6.3,85,70,69,Good
1097,Female,18,4.3,90,62,52,Needs Improvement
1098,Female,21,2.5,89,72,60,Good
1099,Female,22,2.1,90,85,65,Good
1100,Male,20,8.0,91,70,66,Good
1101,Male,19,4.2,76,65,58,Needs Improvement
1102,Female,21,6.2,71,50,49,Needs Improvement
1103,Female,20,1.4,62,68,60,Good
1104,Male,22,9.2,78,79,81,Excellent
1105,Female,18,6.1,74,58,58,Needs Improvement
1106,Female,22,4.0,94,42,47,Needs Improvement
1107,Male,19,3.9,79,100,76,Good
1108,Female,21,5.8,72,75,68,Good
1109,Female,21,5.7,70,67,61,Good
1110,Male,19,4.8,100,89,70,Good
1111,Male,20,4.5,82,72,61,Good
1112,Male,20,5.5,74,89,71,Good
1113,Female,21,1.4,83,87,65,Good
1114,Male,21,3.8,100,52,57,Needs Improvement
1115,Male,18,1.5,78,76,61,Good
1116,Male,20,5.6,89,94,84,Excellent
1117,Male,19,3.3,94,56,60,Good
1118,Male,20,1.7,63,56,47,Needs Improvement
1119,Male,18,3.1,76,59,46,Needs Improvement
1120,Female,21,4.8,93,82,76,Good
1121,Female,21,4.1,75,74,65,Good
1122,Male,18,2.4,86,43,44,Needs Improvement
1123,Male,19,1.4,74,75,56,Needs Improvement
1124,Male,21,4.6,78,66,59,Needs Improvement
1125,Female,22,3.5,76,68,55,Needs Improvement
1126,Female,21,4.0,88,58,47,Needs Improvement
1127,Female,22,4.2,84,75,58,Needs Improvement
1128,Female,18,5.3,83,85,66,Good
1129,Female,18,6.0,100,61,55,Needs Improvement
1130,Female,21,4.8,99,46,49,Needs Improvement
1131,Female,20,3.9,62,66,60,Good
1132,Female,22,4.5,78,81,68,Good
1133,Female,19,3.9,100,64,56,Needs Improvement
1134,Male,21,1.5,76,49,40,Needs Improvement
1135,Male,19,6.5,100,81,81,Excellent
1136,Male,21,6.1,78,90,80,Excellent
1137,Male,20,8.1,80,70,69,Good
1138,Female,20,8.6,91,48,68,Good
1139,Female,20,2.4,81,66,51,Needs Improvement
1140,Male,20,3.9,87,72,63,Good
1141,Female,18,9.0,98,59,62,Good
1142,Male,18,4.4,90,78,65,Good
1143,Female,22,4.9,83,57,57,Needs Improvement
1144,Male,19,1.8,99,70,51,Needs Improvement
1145,Female,21,4.8,91,67,66,Good
1146,Female,21,8.0,75,79,76,Good
1147,Male,18,6.8,100,70,76,Good
1148,Female,21,3.4,88,67,71,Good
1149,Male,18,3.8,80,59,56,Needs Improvement
1150,Male,22,2.5,62,70,52,Needs Improvement
1151,Male,19,3.0,68,66,45,Needs Improvement
1152,Male,22,1.1,99,58,54,Needs Improvement
1153,Female,20,4.3,99,72,69,Good
1154,Female,20,7.2,83,75,63,Good
1155,Female,20,5.1,64,65,55,Needs Improvement
1156,Male,22,7.0,71,83,71,Good
1157,Female,21,6.4,66,74,67,Good
1158,Male,19,3.5,65,52,51,Needs Improvement
1159,Female,20,3.1,100,89,69,Good
1160,Female,20,3.2,100,81,69,Good
1161,Female,20,1.4,71,84,62,Good
1162,Male,19,4.6,82,76,64,Good
1163,Female,20,0.5,69,37,35,Needs Improvement
1164,Female,19,5.6,82,85,75,Good
1165,Male,20,4.6,98,71,65,Good
1166,Female,22,5.3,93,75,62,Good
1167,Male,22,6.4,90,78,78,Good
1168,Female,19,4.9,80,97,70,Good
1169,Male,22,7.4,95,62,66,Good
1170,Male,19,5.6,88,63,64,Good
1171,Female,22,3.1,86,58,56,Needs Improvement
1172,Male,22,4.1,81,55,54,Needs Improvement
1173,Male,19,0.5,85,55,35,Needs Improvement
1174,Male,21,2.9,85,44,43,Needs Improvement
1175,Male,22,3.8,77,76,63,Good
1176,Male,20,5.5,74,98,75,Good
1177,Male,21,3.1,72,99,73,Good
1178,Female,19,2.3,73,58,54,Needs Improvement
1179,Male,21,1.1,80,66,54,Needs Improvement
1180,Male,18,3.4,78,87,63,Good
1181,Female,18,8.0,76,76,68,Good
1182,Female,22,5.0,75,72,70,Good
1183,Female,22,6.2,85,66,63,Good
1184,Female,20,2.9,96,86,68,Good
1185,Female,21,1.7,82,55,51,Needs Improvement
1186,Female,18,2.3,81,77,66,Good
1187,Female,22,4.3,73,75,57,Needs Improvement
1188,Male,21,0.9,80,71,51,Needs Improvement
1189,Male,22,2.7,94,81,57,Needs Improvement
1190,Female,22,3.4,92,70,60,Good
1191,Male,18,2.1,92,63,58,Needs Improvement
1192,Male,18,0.7,91,71,54,Needs Improvement
1193,Male,22,5.0,86,48,62,Good
1194,Female,19,4.6,86,79,68,Good
1195,Female,22,5.9,84,82,70,Good
1196,Male,22,2.5,78,61,50,Needs Improvement
1197,Female,20,5.9,83,57,52,Needs Improvement
1198,Male,20,7.3,84,61,63,Good
1199,Male,20,5.0,88,69,65,Good
1200,Male,19,3.4,83,73,60,Good
1201,Male,19,4.8,100,93,78,Good
1202,Female,22,3.3,70,91,63,Good
1203,Female,20,3.0,90,82,60,Good
1204,Female,19,5.7,82,72,65,Good
1205,Male,18,4.2,82,57,56,Needs Improvement
1206,Female,22,6.7,74,94,75,Good
1207,Male,21,3.7,92,67,62,Good
1208,Female,22,3.9,89,74,68,Good
1209,Male,21,3.5,90,79,69,Good
1210,Male,20,2.5,84,71,62,Good
1211,Male,21,6.0,79,86,77,Good
1212,Female,20,8.4,81,76,75,Good
1213,Female,18,3.8,86,84,69,Good
1214,Female,21,3.3,62,76,67,Good
1215,Female,22,3.2,91,69,64,Good
1216,Male,20,3.3,100,71,59,Needs Improvement
1217,Female,22,7.5,87,69,59,Needs Improvement
1218,Female,19,3.2,79,52,48,Needs Improvement
1219,Male,20,3.4,80,56,55,Needs Improvement
1220,Male,21,2.3,89,80,68,Good
1221,Male,20,5.0,79,52,47,Needs Improvement
1222,Female,22,4.4,91,64,64,Good
1223,Male,18,2.5,80,55,55,Needs Improvement
1224,Male,20,2.9,99,64,62,Good
1225,Male,21,7.3,99,68,73,Good
1226,Female,19,4.6,79,64,58,Needs Improvement
1227,Male,18,4.7,81,50,50,Needs Improvement
1228,Female,19,4.7,82,67,64,Good
1229,Female,20,7.0,82,57,64,Good
1230,Male,22,2.6,73,61,49,Needs Improvement
1231,Male,22,3.8,71,80,75,Good
1232,Female,21,4.2,94,83,62,Good
1233,Male,22,1.4,93,52,47,Needs Improvement
1234,Male,18,2.9,93,92,67,Good
1235,Female,22,6.4,81,63,64,Good
1236,Female,21,5.9,100,62,55,Needs Improvement
1237,Male,20,6.2,82,58,66,Good
1238,Female,20,3.4,91,71,67,Good
1239,Male,22,3.7,68,98,71,Good
1240,Male,19,1.3,80,48,42,Needs Improvement
1241,Male,20,6.2,80,41,55,Needs Improvement
1242,Female,22,6.5,81,74,69,Good
1243,Male,21,6.5,69,78,72,Good
1244,Male,22,7.4,89,71,69,Good
1245,Male,20,5.3,92,78,68,Good
1246,Female,21,7.3,75,54,64,Good
1247,Female,22,4.1,71,57,55,Needs Improvement
1248,Female,18,1.3,74,72,53,Needs Improvement
